product_id,date,sales_quantity,stock_level,price,day_of_week,month,year,is_weekend,sales_7d_avg,stock_to_sales_ratio
PRD001,2024-08-08 09:12:32.027067,3,90,132.14,3,8,2024,0,6.428571428571429,22.5
PRD001,2024-08-09 09:12:32.027067,6,14,125.45,4,8,2024,0,6.285714285714286,2.0
PRD001,2024-08-10 09:12:32.027067,10,33,134.62,5,8,2024,1,6.857142857142857,3.0
PRD001,2024-08-11 09:12:32.027067,10,87,129.45,6,8,2024,1,7.0,7.909090909090909
PRD001,2024-08-12 09:12:32.027067,7,75,131.03,0,8,2024,0,6.857142857142857,9.375
PRD001,2024-08-13 09:12:32.027067,7,25,119.03,1,8,2024,0,6.714285714285714,3.125
PRD001,2024-08-14 09:12:32.027067,6,45,115.74,2,8,2024,0,7.0,6.428571428571429
PRD001,2024-08-15 09:12:32.027067,9,10,116.49,3,8,2024,0,7.857142857142857,1.0
PRD001,2024-08-16 09:12:32.027067,8,27,115.18,4,8,2024,0,8.142857142857142,3.0
PRD001,2024-08-17 09:12:32.027067,9,73,135.06,5,8,2024,1,8.0,7.3
PRD001,2024-08-18 09:12:32.027067,13,75,129.25,6,8,2024,1,8.428571428571429,5.357142857142857
PRD001,2024-08-19 09:12:32.027067,4,36,130.69,0,8,2024,0,8.0,7.2
PRD001,2024-08-20 09:12:32.027067,5,24,120.06,1,8,2024,0,7.714285714285714,4.0
PRD001,2024-08-21 09:12:32.027067,7,93,112.03,2,8,2024,0,7.857142857142857,11.625
PRD001,2024-08-22 09:12:32.027067,5,47,121.81,3,8,2024,0,7.285714285714286,7.833333333333333
PRD001,2024-08-23 09:12:32.027067,9,19,126.49,4,8,2024,0,7.428571428571429,1.9
PRD001,2024-08-24 09:12:32.027067,13,80,134.28,5,8,2024,1,8.0,5.714285714285714
PRD001,2024-08-25 09:12:32.027067,13,73,130.11,6,8,2024,1,8.0,5.214285714285714
PRD001,2024-08-26 09:12:32.027067,10,28,135.58,0,8,2024,0,8.857142857142858,2.5454545454545454
PRD001,2024-08-27 09:12:32.027067,10,32,130.69,1,8,2024,0,9.571428571428571,2.909090909090909
PRD001,2024-08-28 09:12:32.027067,6,66,134.83,2,8,2024,0,9.428571428571429,9.428571428571429
PRD001,2024-08-29 09:12:32.027067,9,71,127.03,3,8,2024,0,10.0,7.1
PRD001,2024-08-30 09:12:32.027067,8,50,134.08,4,8,2024,0,9.857142857142858,5.555555555555555
PRD001,2024-08-31 09:12:32.027067,16,12,122.29,5,8,2024,1,10.285714285714286,0.7058823529411765
PRD001,2024-09-01 09:12:32.027067,9,17,131.24,6,9,2024,1,9.714285714285714,1.7
PRD001,2024-09-02 09:12:32.027067,8,52,125.0,0,9,2024,0,9.428571428571429,5.777777777777778
PRD001,2024-09-03 09:12:32.027067,8,46,115.49,1,9,2024,0,9.142857142857142,5.111111111111111
PRD001,2024-09-04 09:12:32.027067,6,15,120.84,2,9,2024,0,9.142857142857142,2.142857142857143
PRD001,2024-09-05 09:12:32.027067,7,9,114.98,3,9,2024,0,8.857142857142858,1.125
PRD001,2024-09-06 09:12:32.027067,4,23,116.63,4,9,2024,0,8.285714285714286,4.6
PRD001,2024-09-07 09:12:32.027067,9,43,128.38,5,9,2024,1,7.285714285714286,4.3
PRD001,2024-09-08 09:12:32.027067,10,81,136.5,6,9,2024,1,7.428571428571429,7.363636363636363
PRD001,2024-09-09 09:12:32.027067,5,47,136.28,0,9,2024,0,7.0,7.833333333333333
PRD001,2024-09-10 09:12:32.027067,7,18,128.08,1,9,2024,0,6.857142857142857,2.25
PRD001,2024-09-11 09:12:32.027067,7,84,118.97,2,9,2024,0,7.0,10.5
PRD001,2024-09-12 09:12:32.027067,8,48,136.05,3,9,2024,0,7.142857142857143,5.333333333333333
PRD001,2024-09-13 09:12:32.027067,5,76,118.86,4,9,2024,0,7.285714285714286,12.666666666666666
PRD001,2024-09-14 09:12:32.027067,10,35,130.62,5,9,2024,1,7.428571428571429,3.1818181818181817
PRD001,2024-09-15 09:12:32.027067,13,44,131.34,6,9,2024,1,7.857142857142857,3.142857142857143
PRD001,2024-09-16 09:12:32.027067,6,52,115.11,0,9,2024,0,8.0,7.428571428571429
PRD001,2024-09-17 09:12:32.027067,6,72,128.9,1,9,2024,0,7.857142857142857,10.285714285714286
PRD001,2024-09-18 09:12:32.027067,7,24,121.11,2,9,2024,0,7.857142857142857,3.0
PRD001,2024-09-19 09:12:32.027067,8,27,129.31,3,9,2024,0,7.857142857142857,3.0
PRD001,2024-09-20 09:12:32.027067,5,43,118.58,4,9,2024,0,7.857142857142857,7.166666666666667
PRD001,2024-09-21 09:12:32.027067,8,48,124.43,5,9,2024,1,7.571428571428571,5.333333333333333
PRD001,2024-09-22 09:12:32.027067,11,43,120.52,6,9,2024,1,7.285714285714286,3.5833333333333335
PRD001,2024-09-23 09:12:32.027067,5,54,134.29,0,9,2024,0,7.142857142857143,9.0
PRD001,2024-09-24 09:12:32.027067,8,43,135.73,1,9,2024,0,7.428571428571429,4.777777777777778
PRD001,2024-09-25 09:12:32.027067,7,12,131.62,2,9,2024,0,7.428571428571429,1.5
PRD001,2024-09-26 09:12:32.027067,8,23,122.37,3,9,2024,0,7.428571428571429,2.5555555555555554
PRD001,2024-09-27 09:12:32.027067,10,44,136.46,4,9,2024,0,8.142857142857142,4.0
PRD001,2024-09-28 09:12:32.027067,12,52,125.27,5,9,2024,1,8.714285714285714,4.0
PRD001,2024-09-29 09:12:32.027067,15,66,125.5,6,9,2024,1,9.285714285714286,4.125
PRD001,2024-09-30 09:12:32.027067,11,72,136.64,0,9,2024,0,10.142857142857142,6.0
PRD001,2024-10-01 09:12:32.027067,5,18,131.88,1,10,2024,0,9.714285714285714,3.0
PRD001,2024-10-02 09:12:32.027067,7,54,135.28,2,10,2024,0,9.714285714285714,6.75
PRD001,2024-10-03 09:12:32.027067,5,25,112.95,3,10,2024,0,9.285714285714286,4.166666666666667
PRD001,2024-10-04 09:12:32.027067,8,91,120.91,4,10,2024,0,9.0,10.11111111111111
PRD001,2024-10-05 09:12:32.027067,12,17,130.31,5,10,2024,1,9.0,1.3076923076923077
PRD001,2024-10-06 09:12:32.027067,12,14,114.31,6,10,2024,1,8.571428571428571,1.0769230769230769
PRD001,2024-10-07 09:12:32.027067,6,18,135.87,0,10,2024,0,7.857142857142857,2.5714285714285716
PRD001,2024-10-08 09:12:32.027067,7,65,114.33,1,10,2024,0,8.142857142857142,8.125
PRD001,2024-10-09 09:12:32.027067,5,52,135.16,2,10,2024,0,7.857142857142857,8.666666666666666
PRD001,2024-10-10 09:12:32.027067,4,51,135.53,3,10,2024,0,7.714285714285714,10.2
PRD001,2024-10-11 09:12:32.027067,7,18,123.91,4,10,2024,0,7.571428571428571,2.25
PRD001,2024-10-12 09:12:32.027067,8,18,129.28,5,10,2024,1,7.0,2.0
PRD001,2024-10-13 09:12:32.027067,11,15,119.38,6,10,2024,1,6.857142857142857,1.25
PRD001,2024-10-14 09:12:32.027067,7,25,130.39,0,10,2024,0,7.0,3.125
PRD001,2024-10-15 09:12:32.027067,8,63,132.02,1,10,2024,0,7.142857142857143,7.0
PRD001,2024-10-16 09:12:32.027067,10,20,130.94,2,10,2024,0,7.857142857142857,1.8181818181818181
PRD001,2024-10-17 09:12:32.027067,5,50,124.87,3,10,2024,0,8.0,8.333333333333334
PRD001,2024-10-18 09:12:32.027067,7,54,114.64,4,10,2024,0,8.0,6.75
PRD001,2024-10-19 09:12:32.027067,8,19,134.79,5,10,2024,1,8.0,2.111111111111111
PRD001,2024-10-20 09:12:32.027067,9,81,123.19,6,10,2024,1,7.714285714285714,8.1
PRD001,2024-10-21 09:12:32.027067,5,55,123.11,0,10,2024,0,7.428571428571429,9.166666666666666
PRD001,2024-10-22 09:12:32.027067,8,27,118.67,1,10,2024,0,7.428571428571429,3.0
PRD001,2024-10-23 09:12:32.027067,10,36,112.7,2,10,2024,0,7.428571428571429,3.272727272727273
PRD001,2024-10-24 09:12:32.027067,4,53,124.05,3,10,2024,0,7.285714285714286,10.6
PRD001,2024-10-25 09:12:32.027067,6,58,131.72,4,10,2024,0,7.142857142857143,8.285714285714286
PRD001,2024-10-26 09:12:32.027067,15,12,127.29,5,10,2024,1,8.142857142857142,0.75
PRD001,2024-10-27 09:12:32.027067,14,77,127.17,6,10,2024,1,8.857142857142858,5.133333333333334
PRD001,2024-10-28 09:12:32.027067,9,20,132.01,0,10,2024,0,9.428571428571429,2.0
PRD001,2024-10-29 09:12:32.027067,9,28,130.38,1,10,2024,0,9.571428571428571,2.8
PRD001,2024-10-30 09:12:32.027067,10,39,122.57,2,10,2024,0,9.571428571428571,3.5454545454545454
PRD001,2024-10-31 09:12:32.027067,6,63,117.58,3,10,2024,0,9.857142857142858,9.0
PRD001,2024-11-01 09:12:32.027067,6,32,133.03,4,11,2024,0,9.857142857142858,4.571428571428571
PRD001,2024-11-02 09:12:32.027067,9,72,118.48,5,11,2024,1,9.0,7.2
PRD001,2024-11-03 09:12:32.027067,11,76,132.21,6,11,2024,1,8.571428571428571,6.333333333333333
PRD001,2024-11-04 09:12:32.027067,6,26,122.82,0,11,2024,0,8.142857142857142,3.7142857142857144
PRD001,2024-11-05 09:12:32.027067,8,20,113.89,1,11,2024,0,8.0,2.2222222222222223
PRD001,2024-11-06 09:12:32.027067,6,61,135.84,2,11,2024,0,7.428571428571429,8.714285714285714
PRD001,2024-11-07 09:12:32.027067,4,83,134.95,3,11,2024,0,7.142857142857143,16.6
PRD001,2024-11-08 09:12:32.027067,4,50,130.06,4,11,2024,0,6.857142857142857,10.0
PRD001,2024-11-09 09:12:32.027067,12,34,122.97,5,11,2024,1,7.285714285714286,2.6153846153846154
PRD001,2024-11-10 09:12:32.027067,12,40,129.8,6,11,2024,1,7.428571428571429,3.076923076923077
PRD001,2024-11-11 09:12:32.027067,9,91,136.51,0,11,2024,0,7.857142857142857,9.1
PRD001,2024-11-12 09:12:32.027067,5,24,123.67,1,11,2024,0,7.428571428571429,4.0
PRD001,2024-11-13 09:12:32.027067,8,30,118.68,2,11,2024,0,7.714285714285714,3.3333333333333335
PRD001,2024-11-14 09:12:32.027067,8,45,126.79,3,11,2024,0,8.285714285714286,5.0
PRD001,2024-11-15 09:12:32.027067,6,50,132.2,4,11,2024,0,8.571428571428571,7.142857142857143
PRD001,2024-11-16 09:12:32.027067,10,83,116.73,5,11,2024,1,8.285714285714286,7.545454545454546
PRD001,2024-11-17 09:12:32.027067,12,17,121.66,6,11,2024,1,8.285714285714286,1.3076923076923077
PRD001,2024-11-18 09:12:32.027067,8,29,115.46,0,11,2024,0,8.142857142857142,3.2222222222222223
PRD001,2024-11-19 09:12:32.027067,6,94,116.11,1,11,2024,0,8.285714285714286,13.428571428571429
PRD001,2024-11-20 09:12:32.027067,5,90,116.15,2,11,2024,0,7.857142857142857,15.0
PRD001,2024-11-21 09:12:32.027067,8,27,115.25,3,11,2024,0,7.857142857142857,3.0
PRD001,2024-11-22 09:12:32.027067,4,19,126.49,4,11,2024,0,7.571428571428571,3.8
PRD001,2024-11-23 09:12:32.027067,14,34,129.97,5,11,2024,1,8.142857142857142,2.2666666666666666
PRD001,2024-11-24 09:12:32.027067,9,18,128.98,6,11,2024,1,7.714285714285714,1.8
PRD001,2024-11-25 09:12:32.027067,8,90,133.29,0,11,2024,0,7.714285714285714,10.0
PRD001,2024-11-26 09:12:32.027067,7,85,133.89,1,11,2024,0,7.857142857142857,10.625
PRD001,2024-11-27 09:12:32.027067,7,60,125.81,2,11,2024,0,8.142857142857142,7.5
PRD001,2024-11-28 09:12:32.027067,6,23,121.65,3,11,2024,0,7.857142857142857,3.2857142857142856
PRD001,2024-11-29 09:12:32.027067,9,74,130.48,4,11,2024,0,8.571428571428571,7.4
PRD001,2024-11-30 09:12:32.027067,14,36,126.03,5,11,2024,1,8.571428571428571,2.4
PRD001,2024-12-01 09:12:32.027067,9,81,118.1,6,12,2024,1,8.571428571428571,8.1
PRD001,2024-12-02 09:12:32.027067,8,52,125.67,0,12,2024,0,8.571428571428571,5.777777777777778
PRD001,2024-12-03 09:12:32.027067,8,13,129.91,1,12,2024,0,8.714285714285714,1.4444444444444444
PRD001,2024-12-04 09:12:32.027067,8,14,132.43,2,12,2024,0,8.857142857142858,1.5555555555555556
PRD001,2024-12-05 09:12:32.027067,4,20,121.29,3,12,2024,0,8.571428571428571,4.0
PRD001,2024-12-06 09:12:32.027067,9,19,116.27,4,12,2024,0,8.571428571428571,1.9
PRD001,2024-12-07 09:12:32.027067,10,61,119.1,5,12,2024,1,8.0,5.545454545454546
PRD001,2024-12-08 09:12:32.027067,13,23,127.41,6,12,2024,1,8.571428571428571,1.6428571428571428
PRD001,2024-12-09 09:12:32.027067,7,76,118.53,0,12,2024,0,8.428571428571429,9.5
PRD001,2024-12-10 09:12:32.027067,6,25,130.96,1,12,2024,0,8.142857142857142,3.5714285714285716
PRD001,2024-12-11 09:12:32.027067,8,37,113.31,2,12,2024,0,8.142857142857142,4.111111111111111
PRD001,2024-12-12 09:12:32.027067,8,18,112.36,3,12,2024,0,8.714285714285714,2.0
PRD001,2024-12-13 09:12:32.027067,6,23,131.31,4,12,2024,0,8.285714285714286,3.2857142857142856
PRD001,2024-12-14 09:12:32.027067,9,30,134.4,5,12,2024,1,8.142857142857142,3.0
PRD001,2024-12-15 09:12:32.027067,10,14,119.05,6,12,2024,1,7.714285714285714,1.2727272727272727
PRD001,2024-12-16 09:12:32.027067,4,86,131.16,0,12,2024,0,7.285714285714286,17.2
PRD001,2024-12-17 09:12:32.027067,7,13,123.82,1,12,2024,0,7.428571428571429,1.625
PRD001,2024-12-18 09:12:32.027067,5,59,132.23,2,12,2024,0,7.0,9.833333333333334
PRD001,2024-12-19 09:12:32.027067,6,32,116.07,3,12,2024,0,6.714285714285714,4.571428571428571
PRD001,2024-12-20 09:12:32.027067,9,19,133.34,4,12,2024,0,7.142857142857143,1.9
PRD001,2024-12-21 09:12:32.027067,12,34,122.59,5,12,2024,1,7.571428571428571,2.6153846153846154
PRD001,2024-12-22 09:12:32.027067,8,18,127.57,6,12,2024,1,7.285714285714286,2.0
PRD001,2024-12-23 09:12:32.027067,8,35,128.74,0,12,2024,0,7.857142857142857,3.888888888888889
PRD001,2024-12-24 09:12:32.027067,6,74,132.13,1,12,2024,0,7.714285714285714,10.571428571428571
PRD001,2024-12-25 09:12:32.027067,7,31,132.5,2,12,2024,0,8.0,3.875
PRD001,2024-12-26 09:12:32.027067,7,35,125.04,3,12,2024,0,8.142857142857142,4.375
PRD001,2024-12-27 09:12:32.027067,9,30,132.09,4,12,2024,0,8.142857142857142,3.0
PRD001,2024-12-28 09:12:32.027067,12,75,122.6,5,12,2024,1,8.142857142857142,5.769230769230769
PRD001,2024-12-29 09:12:32.027067,11,58,135.72,6,12,2024,1,8.571428571428571,4.833333333333333
PRD001,2024-12-30 09:12:32.027067,8,61,134.6,0,12,2024,0,8.571428571428571,6.777777777777778
PRD001,2024-12-31 09:12:32.027067,12,71,126.28,1,12,2024,0,9.428571428571429,5.461538461538462
PRD001,2025-01-01 09:12:32.027067,7,21,134.34,2,1,2025,0,9.428571428571429,2.625
PRD001,2025-01-02 09:12:32.027067,9,55,121.87,3,1,2025,0,9.714285714285714,5.5
PRD001,2025-01-03 09:12:32.027067,4,55,124.26,4,1,2025,0,9.0,11.0
PRD001,2025-01-04 09:12:32.027067,10,26,116.6,5,1,2025,1,8.714285714285714,2.3636363636363638
PRD001,2025-01-05 09:12:32.027067,9,35,131.48,6,1,2025,1,8.428571428571429,3.5
PRD001,2025-01-06 09:12:32.027067,6,27,120.95,0,1,2025,0,8.142857142857142,3.857142857142857
PRD001,2025-01-07 09:12:32.027067,8,23,134.27,1,1,2025,0,7.571428571428571,2.5555555555555554
PRD001,2025-01-08 09:12:32.027067,6,18,131.24,2,1,2025,0,7.428571428571429,2.5714285714285716
PRD001,2025-01-09 09:12:32.027067,6,56,117.33,3,1,2025,0,7.0,8.0
PRD001,2025-01-10 09:12:32.027067,9,56,129.81,4,1,2025,0,7.714285714285714,5.6
PRD001,2025-01-11 09:12:32.027067,11,47,114.38,5,1,2025,1,7.857142857142857,3.9166666666666665
PRD001,2025-01-12 09:12:32.027067,11,13,115.14,6,1,2025,1,8.142857142857142,1.0833333333333333
PRD001,2025-01-13 09:12:32.027067,8,52,129.38,0,1,2025,0,8.428571428571429,5.777777777777778
PRD001,2025-01-14 09:12:32.027067,4,94,123.8,1,1,2025,0,7.857142857142857,18.8
PRD001,2025-01-15 09:12:32.027067,10,41,121.06,2,1,2025,0,8.428571428571429,3.727272727272727
PRD001,2025-01-16 09:12:32.027067,8,83,113.89,3,1,2025,0,8.714285714285714,9.222222222222221
PRD001,2025-01-17 09:12:32.027067,10,88,120.2,4,1,2025,0,8.857142857142858,8.0
PRD001,2025-01-18 09:12:32.027067,13,17,118.16,5,1,2025,1,9.142857142857142,1.2142857142857142
PRD001,2025-01-19 09:12:32.027067,10,47,112.66,6,1,2025,1,9.0,4.2727272727272725
PRD001,2025-01-20 09:12:32.027067,3,89,134.71,0,1,2025,0,8.285714285714286,22.25
PRD001,2025-01-21 09:12:32.027067,7,16,134.9,1,1,2025,0,8.714285714285714,2.0
PRD001,2025-01-22 09:12:32.027067,5,19,128.28,2,1,2025,0,8.0,3.1666666666666665
PRD001,2025-01-23 09:12:32.027067,5,20,121.78,3,1,2025,0,7.571428571428571,3.3333333333333335
PRD001,2025-01-24 09:12:32.027067,5,74,129.87,4,1,2025,0,6.857142857142857,12.333333333333334
PRD001,2025-01-25 09:12:32.027067,14,44,128.76,5,1,2025,1,7.0,2.933333333333333
PRD001,2025-01-26 09:12:32.027067,12,44,116.87,6,1,2025,1,7.285714285714286,3.3846153846153846
PRD001,2025-01-27 09:12:32.027067,9,66,124.5,0,1,2025,0,8.142857142857142,6.6
PRD001,2025-01-28 09:12:32.027067,12,14,111.88,1,1,2025,0,8.857142857142858,1.0769230769230769
PRD001,2025-01-29 09:12:32.027067,8,23,129.55,2,1,2025,0,9.285714285714286,2.5555555555555554
PRD001,2025-01-30 09:12:32.027067,8,34,125.23,3,1,2025,0,9.714285714285714,3.7777777777777777
PRD001,2025-01-31 09:12:32.027067,8,91,124.57,4,1,2025,0,10.142857142857142,10.11111111111111
PRD001,2025-02-01 09:12:32.027067,9,91,130.04,5,2,2025,1,9.428571428571429,9.1
PRD001,2025-02-02 09:12:32.027067,11,82,117.8,6,2,2025,1,9.285714285714286,6.833333333333333
PRD001,2025-02-03 09:12:32.027067,6,79,127.58,0,2,2025,0,8.857142857142858,11.285714285714286
PRD001,2025-02-04 09:12:32.027067,8,87,115.45,1,2,2025,0,8.285714285714286,9.666666666666666
PRD001,2025-02-05 09:12:32.027067,8,72,117.96,2,2,2025,0,8.285714285714286,8.0
PRD001,2025-02-06 09:12:32.027067,4,25,132.51,3,2,2025,0,7.714285714285714,5.0
PRD001,2025-02-07 09:12:32.027067,6,33,133.42,4,2,2025,0,7.428571428571429,4.714285714285714
PRD001,2025-02-08 09:12:32.027067,11,58,115.88,5,2,2025,1,7.714285714285714,4.833333333333333
PRD001,2025-02-09 09:12:32.027067,7,35,127.01,6,2,2025,1,7.142857142857143,4.375
PRD001,2025-02-10 09:12:32.027067,5,49,117.51,0,2,2025,0,7.0,8.166666666666666
PRD001,2025-02-11 09:12:32.027067,6,27,125.4,1,2,2025,0,6.714285714285714,3.857142857142857
PRD001,2025-02-12 09:12:32.027067,9,33,113.12,2,2,2025,0,6.857142857142857,3.3
PRD001,2025-02-13 09:12:32.027067,5,89,132.61,3,2,2025,0,7.0,14.833333333333334
